"Municipality_code","Order","Municipality_description","Province_code","Province_initials","nschools","Students_grade_1","Classes_grade_1","Students_per_class_1","Students_grade_2","Classes_grade_2","Students_per_class_2","Students_grade_3","Classes_grade_3","Students_per_class_3","Students_grade_4","Classes_grade_4","Students_per_class_4","Students_grade_5","Classes_grade_5","Students_per_class_5","Students_grade_6","Classes_grade_6","Students_per_class_6","Students_grade_7","Classes_grade_7","Students_per_class_7","Students_grade_8","Classes_grade_8","Students_per_class_8","Students_grade_9","Classes_grade_9","Students_per_class_9","Students_grade_10","Classes_grade_10","Students_per_class_10","Students_grade_11","Classes_grade_11","Students_per_class_11","Students_grade_12","Classes_grade_12","Students_per_class_12","Students_grade_13","Classes_grade_13","Students_per_class_13","Tot_Students","Tot_Classes","Students_per_class_Tot","Availability","Inner_area"
"012124","Middle","Sumirago",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,26,35,2,17.5,47,2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,22.3333333333333,1,0
"012124","Primary","Sumirago",12,"VA",1,54,3,18,43,2,21.5,52,3,17.3333333333333,40,2,20,45,2,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,12,19.5,1,0
"012125","Primary","Taino",12,"VA",1,21,1,21,18,1,18,36,2,18,41,2,20.5,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7,18.5714285714286,1,0
"012126","Primary","Ternate",12,"VA",1,20,1,20,25,1,25,25,1,25,23,1,23,33,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6,21,1,0
"012127","High","Tradate",12,"VA",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,39,26.0512820512821,804,36,22.3333333333333,788,33,23.8787878787879,710,36,19.7222222222222,727,34,21.3823529411765,4045,178,22.7247191011236,1,0
"012127","Middle","Tradate",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,24.1666666666667,145,6,24.1666666666667,128,5,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,17,24.5882352941176,1,0
"012127","Primary","Tradate",12,"VA",3,166,7,23.7142857142857,172,7,24.5714285714286,173,8,21.625,202,9,22.4444444444444,162,7,23.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,38,23.0263157894737,0.75,0
"012128","Middle","Travedona-Monate",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,20,78,3,26,80,3,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,9,24.2222222222222,1,0
"012128","Primary","Travedona-Monate",12,"VA",1,42,2,21,57,3,19,45,2,22.5,49,2,24.5,49,2,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,11,22,1,0
"012130","Middle","Uboldo",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,4,24.75,107,4,26.75,96,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,12,25.1666666666667,1,0
"012130","Primary","Uboldo",12,"VA",2,89,4,22.25,92,4,23,102,5,20.4,92,4,23,92,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,21,22.2380952380952,1,0
"012131","Primary","Valganna",12,"VA",1,11,1,11,14,1,14,20,1,20,18,1,18,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,16.4,1,0
"012132","Middle","Varano Borghi",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,26.5,57,3,19,33,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,7,20.4285714285714,1,0
"012132","Primary","Varano Borghi",12,"VA",1,18,1,18,31,2,15.5,19,1,19,19,1,19,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6,19,1,0
"012133","High","Varese",12,"VA",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,67,25.5671641791045,1436,67,21.4328358208955,1345,60,22.4166666666667,1285,63,20.3968253968254,1298,59,22,7077,316,22.3955696202532,1,0
"012133","Middle","Varese",12,"VA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,29,22.448275862069,711,32,22.21875,649,30,21.6333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,91,22.0989010989011,0.714285714285714,0
"012133","Primary","Varese",12,"VA",20,540,24,22.5,569,27,21.0740740740741,584,27,21.6296296296296,580,26,22.3076923076923,607,26,23.3461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,130,22.1538461538462,0.952380952380952,0
"012134","Middle","Vedano Olona",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,19.75,76,4,19,76,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,12,19.25,1,0
"012134","Primary","Vedano Olona",12,"VA",2,70,5,14,98,6,16.3333333333333,79,5,15.8,96,6,16,85,4,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,26,16.4615384615385,1,0
"012136","High","Venegono Inferiore",12,"VA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,6,28.3333333333333,158,7,22.5714285714286,151,6,25.1666666666667,88,6,14.6666666666667,117,6,19.5,684,31,22.0645161290323,1,0
"012136","Middle","Venegono Inferiore",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,24.6666666666667,65,3,21.6666666666667,50,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,23.625,1,0
"012136","Primary","Venegono Inferiore",12,"VA",1,60,3,20,60,3,20,51,2,25.5,62,3,20.6666666666667,67,3,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14,21.4285714285714,1,0
"012137","Middle","Venegono Superiore",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,20,52,2,26,49,2,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,7,23,1,0
"012137","Primary","Venegono Superiore",12,"VA",1,58,3,19.3333333333333,53,2,26.5,69,3,23,61,3,20.3333333333333,63,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,14,21.7142857142857,1,0
"012138","Middle","Vergiate",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,21.25,104,5,20.8,90,4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,13,21.4615384615385,1,0
"012138","Primary","Vergiate",12,"VA",3,69,3,23,101,5,20.2,74,4,18.5,99,5,19.8,98,4,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,21,21,1,0
"012139","Primary","Viggiu'",12,"VA",2,36,2,18,42,2,21,41,2,20.5,42,2,21,41,2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,10,20.2,1,0
"012141","Primary","Sangiano",12,"VA",1,13,1,13,13,1,13,13,1,13,0,0,0,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,14.25,1,1
"012142","Middle","Maccagno Con Pino E Veddasca",12,"VA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,17,1,17,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,15.6666666666667,1,1
"012142","Primary","Maccagno Con Pino E Veddasca",12,"VA",1,17,1,17,15,1,15,23,1,23,23,1,23,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,20,1,1
"013003","Middle","Albavilla",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,24,100,4,25,127,5,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,13,24.8461538461538,1,0
"013003","Primary","Albavilla",13,"CO",1,49,2,24.5,59,3,19.6666666666667,45,2,22.5,48,2,24,43,2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,11,22.1818181818182,1,0
"013004","Middle","Albese Con Cassano",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,21.5,35,2,17.5,36,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6,19,1,0
"013004","Primary","Albese Con Cassano",13,"CO",1,46,2,23,44,2,22,32,2,16,39,2,19.5,33,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,10,19.4,1,0
"013005","Primary","Albiolo",13,"CO",1,24,1,24,26,1,26,19,1,19,20,1,20,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,22.6,1,0
"013006","Primary","Alserio",13,"CO",1,33,2,16.5,25,1,25,32,1,32,22,1,22,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,22.8333333333333,1,0
"013007","Middle","Alzate Brianza",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,25.6666666666667,45,2,22.5,44,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,7,23.7142857142857,1,0
"013007","Primary","Alzate Brianza",13,"CO",1,43,2,21.5,34,2,17,45,2,22.5,45,2,22.5,32,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,10,19.9,1,0
"013009","Primary","Anzano Del Parco",13,"CO",1,22,1,22,22,1,22,24,1,24,21,1,21,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,22.2,1,0
"013010","High","Appiano Gentile",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,23.5,55,4,13.75,68,4,17,69,4,17.25,59,4,14.75,298,18,16.5555555555556,1,0
"013010","Middle","Appiano Gentile",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,23.6,178,8,22.25,144,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,19,23.1578947368421,1,0
"013010","Primary","Appiano Gentile",13,"CO",1,74,3,24.6666666666667,62,3,20.6666666666667,70,3,23.3333333333333,72,3,24,71,3,23.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,15,23.2666666666667,1,0
"013012","Middle","Arosio",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,21.3333333333333,68,3,22.6666666666667,66,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,9,22,1,0
"013012","Primary","Arosio",13,"CO",1,44,2,22,41,2,20.5,46,2,23,68,3,22.6666666666667,65,3,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,12,22,1,0
"013013","Middle","Asso",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,25,52,2,26,48,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,25,1,1
"013013","Primary","Asso",13,"CO",1,46,2,23,35,2,17.5,26,1,26,39,2,19.5,29,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,9,19.4444444444444,1,1
"013022","Primary","Beregazzo Con Figliaro",13,"CO",1,36,2,18,45,2,22.5,44,2,22,38,2,19,38,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,10,20.1,1,0
"013023","Middle","Binago",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,26,68,3,22.6666666666667,62,3,20.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,8,22.75,1,0
"013023","Primary","Binago",13,"CO",1,47,2,23.5,36,2,18,32,2,16,34,2,17,36,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,10,18.5,1,0
"013024","Primary","Bizzarone",13,"CO",1,24,1,24,21,1,21,21,1,21,22,1,22,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,21.4,1,0
"013026","Primary","Blevio",13,"CO",1,8,1,8,10,1,10,10,1,10,7,1,7,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,8.4,1,0
"013028","Middle","Bregnano",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,18.5,36,2,18,42,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,6,19.1666666666667,1,0
"013028","Primary","Bregnano",13,"CO",1,64,3,21.3333333333333,48,2,24,49,2,24.5,62,3,20.6666666666667,48,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,12,22.5833333333333,1,0
"013029","Primary","Brenna",13,"CO",1,23,1,23,21,1,21,23,1,23,27,1,27,17,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,22.2,1,0
"013032","Primary","Brunate",13,"CO",1,6,1,6,7,1,7,14,1,14,6,1,6,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,9,1,0
"013034","Primary","Bulgarograsso",13,"CO",1,35,2,17.5,34,2,17,47,2,23.5,36,2,18,47,2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,10,19.9,1,0
"013035","Middle","Cabiate",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,19.5,66,3,22,57,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,10,20.1,1,0
"013035","Primary","Cabiate",13,"CO",1,52,3,17.3333333333333,63,3,21,47,2,23.5,64,3,21.3333333333333,60,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,14,20.4285714285714,1,0
"013036","Middle","Cadorago",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,22.6666666666667,67,3,22.3333333333333,83,4,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,10,21.8,1,0
"013036","Primary","Cadorago",13,"CO",2,63,3,21,77,4,19.25,62,3,20.6666666666667,89,4,22.25,86,4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,18,20.9444444444444,1,0
"013038","Primary","Cagno",13,"CO",1,18,1,18,32,2,16,20,1,20,19,1,19,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6,19.3333333333333,NA,NA
"013040","Middle","Campione D'italia",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,24,1,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,17,1,1
"013040","Primary","Campione D'italia",13,"CO",1,16,1,16,24,1,24,18,1,18,24,1,24,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,21.2,1,1
"013041","High","Cantu'",13,"CO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,23,24.1739130434783,518,25,20.72,423,20,21.15,437,22,19.8636363636364,425,22,19.3181818181818,2359,112,21.0625,0.833333333333333,0
"013041","Middle","Cantu'",13,"CO",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,14,24.4285714285714,306,14,21.8571428571429,357,14,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,42,23.9285714285714,1,0
"013041","Primary","Cantu'",13,"CO",10,316,14,22.5714285714286,282,13,21.6923076923077,314,14,22.4285714285714,319,14,22.7857142857143,331,14,23.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,69,22.6376811594203,0.909090909090909,0
"013042","Middle","Canzo",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,18,41,2,20.5,44,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6,20.1666666666667,1,0
"013042","Primary","Canzo",13,"CO",1,46,2,23,25,1,25,37,2,18.5,31,2,15.5,35,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,9,19.3333333333333,1,0
"013043","Middle","Capiago Intimiano",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,23.6666666666667,56,3,18.6666666666667,65,3,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,9,21.3333333333333,1,0
"013043","Primary","Capiago Intimiano",13,"CO",2,31,2,15.5,33,2,16.5,33,2,16.5,44,2,22,39,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,18,1,0
"013045","Primary","Carbonate",13,"CO",1,25,1,25,23,1,23,25,1,25,25,1,25,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,23.2,1,0
"013046","Middle","Carimate",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,24,61,3,20.3333333333333,68,3,22.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,9,22.3333333333333,1,0
"013046","Primary","Carimate",13,"CO",2,62,3,20.6666666666667,47,2,23.5,44,2,22,48,3,16,56,3,18.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,13,19.7692307692308,1,0
"013047","Primary","Carlazzo",13,"CO",2,37,2,18.5,43,2,21.5,38,2,19,38,2,19,36,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,10,19.2,1,1
"013048","Middle","Carugo",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,16.5,49,2,24.5,51,2,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,22.1666666666667,1,0
"013048","Primary","Carugo",13,"CO",1,48,2,24,46,2,23,36,2,18,62,3,20.6666666666667,54,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,12,20.5,1,0
"013052","Primary","Caslino D'erba",13,"CO",1,10,1,10,13,1,13,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,12.6666666666667,1,0
"013053","Primary","Casnate Con Bernate",13,"CO",1,44,2,22,35,2,17.5,46,2,23,46,2,23,42,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,10,21.3,1,0
"013055","Primary","Cassina Rizzardi",13,"CO",1,38,2,19,39,2,19.5,37,2,18.5,47,2,23.5,39,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,20,1,0
"013058","Primary","Castelmarte",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,13,1,0
"013064","Middle","Cermenate",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,23.8,84,4,21,89,4,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,13,22.4615384615385,1,0
"013064","Primary","Cermenate",13,"CO",3,86,4,21.5,85,5,17,87,4,21.75,77,4,19.25,92,5,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,22,19.4090909090909,1,0
"013065","Middle","Cernobbio",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,25.75,109,4,27.25,102,4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,12,26.1666666666667,1,0
"013065","Primary","Cernobbio",13,"CO",2,64,3,21.3333333333333,55,3,18.3333333333333,61,3,20.3333333333333,47,2,23.5,62,3,20.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,14,20.6428571428571,1,0
"013068","Primary","Cirimido",13,"CO",1,18,1,18,25,1,25,17,1,17,19,1,19,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,18.8,1,0
"013075","High","Como",13,"CO",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,90,24.7444444444444,1771,84,21.0833333333333,1780,84,21.1904761904762,1653,82,20.1585365853659,1597,77,20.7402597402597,9028,417,21.6498800959233,1,0
"013075","Middle","Como",13,"CO",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,30,22.3666666666667,719,33,21.7878787878788,711,32,22.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,95,22.1157894736842,0.888888888888889,0
"013075","Primary","Como",13,"CO",20,509,27,18.8518518518519,609,32,19.03125,618,33,18.7272727272727,622,31,20.0645161290323,637,29,21.9655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,152,19.7039473684211,0.909090909090909,0
"013077","Primary","Corrido",13,"CO",1,18,1,18,15,1,15,14,1,14,7,1,7,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,13.2,1,1
"013084","Middle","Cucciago",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,25,20,1,20,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,23.3333333333333,1,0
"013084","Primary","Cucciago",13,"CO",1,35,2,17.5,39,2,19.5,37,2,18.5,33,2,16.5,28,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,10,17.2,1,0
"013089","Primary","Domaso",13,"CO",1,18,1,18,17,1,17,14,1,14,20,1,20,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,5,16.6,1,1
"013090","Middle","Dongo",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,23.5,34,2,17,30,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,6,18.5,1,1
"013090","Primary","Dongo",13,"CO",1,29,2,14.5,34,2,17,35,2,17.5,23,1,23,37,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,9,17.5555555555556,1,1
"013095","High","Erba",13,"CO",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,20,24.3,397,18,22.0555555555556,387,17,22.7647058823529,314,15,20.9333333333333,357,17,21,1941,87,22.3103448275862,1,0
"013095","Middle","Erba",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,6,21.3333333333333,142,6,23.6666666666667,128,5,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,17,23.4117647058824,1,0
"013095","Primary","Erba",13,"CO",4,122,6,20.3333333333333,107,5,21.4,100,6,16.6666666666667,121,6,20.1666666666667,114,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,29,19.448275862069,1,0
"013097","Middle","Eupilio",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,23,55,3,18.3333333333333,74,3,24.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,9,22,1,0
"013097","Primary","Eupilio",13,"CO",1,23,1,23,31,2,15.5,22,1,22,27,1,27,30,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,7,19,1,0
"013098","Primary","Faggeto Lario",13,"CO",1,0,0,0,2,1,2,9,1,9,1,1,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4.75,1,1
"013099","Middle","Faloppio",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,23.25,112,5,22.4,97,4,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,13,23.2307692307692,1,0
"013099","Primary","Faloppio",13,"CO",1,33,2,16.5,41,2,20.5,39,2,19.5,46,2,23,34,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,10,19.3,1,0
"013100","Middle","Fenegro'",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,22.25,91,4,22.75,89,4,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12,22.4166666666667,1,0
"013100","Primary","Fenegro'",13,"CO",1,24,1,24,23,1,23,33,2,16.5,47,2,23.5,35,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,8,20.25,1,0
"013101","Middle","Figino Serenza",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,24,58,3,19.3333333333333,65,3,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,9,21.6666666666667,1,0
"013101","Primary","Figino Serenza",13,"CO",1,30,2,15,39,2,19.5,36,2,18,41,2,20.5,46,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,10,19.2,1,0
"013102","Middle","Fino Mornasco",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,22.5,128,5,25.6,115,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,14,23.7857142857143,1,0
"013102","Primary","Fino Mornasco",13,"CO",3,67,3,22.3333333333333,60,3,20,75,4,18.75,70,4,17.5,81,4,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,18,19.6111111111111,1,0
"013107","Middle","Gera Lario",13,"CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,23,40,2,20,45,2,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,21.8333333333333,1,1
"013107","Primary","Gera Lario",13,"CO",1,0,0,0,13,1,13,16,1,16,0,0,0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,13,1,1
