"Municipality_code","Order","Municipality_description","Province_code","Province_initials","nschools","Students_grade_1","Classes_grade_1","Students_per_class_1","Students_grade_2","Classes_grade_2","Students_per_class_2","Students_grade_3","Classes_grade_3","Students_per_class_3","Students_grade_4","Classes_grade_4","Students_per_class_4","Students_grade_5","Classes_grade_5","Students_per_class_5","Students_grade_6","Classes_grade_6","Students_per_class_6","Students_grade_7","Classes_grade_7","Students_per_class_7","Students_grade_8","Classes_grade_8","Students_per_class_8","Students_grade_9","Classes_grade_9","Students_per_class_9","Students_grade_10","Classes_grade_10","Students_per_class_10","Students_grade_11","Classes_grade_11","Students_per_class_11","Students_grade_12","Classes_grade_12","Students_per_class_12","Students_grade_13","Classes_grade_13","Students_per_class_13","Tot_Students","Tot_Classes","Students_per_class_Tot","Availability","Inner_area"
"048011","Middle","Cerreto Guidi",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,20.2,104,4,26,101,5,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,14,21.8571428571429,1,0
"048011","Primary","Cerreto Guidi",48,"FI",4,93,5,18.6,99,5,19.8,79,4,19.75,86,4,21.5,101,5,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,23,19.9130434782609,1,0
"048012","Middle","Certaldo",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,21.6666666666667,137,6,22.8333333333333,150,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,18,23.1666666666667,1,0
"048012","Primary","Certaldo",48,"FI",3,126,7,18,116,6,19.3333333333333,145,7,20.7142857142857,137,7,19.5714285714286,144,7,20.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,34,19.6470588235294,1,0
"048013","Middle","Dicomano",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,24.5,55,3,18.3333333333333,43,2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7,21,1,0
"048013","Primary","Dicomano",48,"FI",1,39,2,19.5,34,2,17,47,2,23.5,35,2,17.5,43,2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,10,19.8,1,0
"048014","High","Empoli",48,"FI",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,56,24.2857142857143,1036,57,18.1754385964912,1086,55,19.7454545454545,976,51,19.1372549019608,933,51,18.2941176470588,5391,270,19.9666666666667,0.833333333333333,0
"048014","Middle","Empoli",48,"FI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,15,27.4666666666667,402,15,26.8,391,16,24.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,46,26.195652173913,0.666666666666667,0
"048014","Primary","Empoli",48,"FI",14,374,17,22,363,17,21.3529411764706,440,18,24.4444444444444,425,18,23.6111111111111,428,18,23.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,88,23.0681818181818,0.875,0
"048015","Middle","Fiesole",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,19.75,109,5,21.8,93,4,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,13,21.6153846153846,1,0
"048015","Primary","Fiesole",48,"FI",4,108,5,21.6,97,5,19.4,102,5,20.4,114,5,22.8,99,5,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,25,20.8,1,0
"048017","High","Firenze",48,"FI",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,239,22.9623430962343,4925,228,21.6008771929825,4828,225,21.4577777777778,4397,216,20.3564814814815,4167,219,19.027397260274,23805,1127,21.1224489795918,0.862745098039216,0
"048017","Middle","Firenze",48,"FI",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3011,129,23.3410852713178,3010,131,22.9770992366412,3013,132,22.8257575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9034,392,23.0459183673469,0.964285714285714,0
"048017","Primary","Firenze",48,"FI",54,2588,118,21.9322033898305,2505,117,21.4102564102564,2639,117,22.5555555555556,2650,117,22.6495726495727,2715,116,23.4051724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13097,585,22.3880341880342,0.931034482758621,0
"048018","Middle","Firenzuola",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,18,38,2,19,29,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,17.1666666666667,1,1
"048018","Primary","Firenzuola",48,"FI",1,33,2,16.5,24,2,12,36,2,18,31,2,15.5,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,16,0.5,1
"048019","High","Fucecchio",48,"FI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,12,19.25,231,13,17.7692307692308,186,9,20.6666666666667,111,6,18.5,97,7,13.8571428571429,856,47,18.2127659574468,0.8,0
"048019","Middle","Fucecchio",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,9,23.6666666666667,221,9,24.5555555555556,196,8,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,26,24.2307692307692,1,0
"048019","Primary","Fucecchio",48,"FI",6,213,10,21.3,230,11,20.9090909090909,217,10,21.7,228,11,20.7272727272727,230,11,20.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,53,21.0943396226415,0.857142857142857,0
"048020","Middle","Gambassi Terme",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,18,41,2,20.5,40,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,6,19.5,1,1
"048020","Primary","Gambassi Terme",48,"FI",1,24,2,12,25,2,12.5,29,2,14.5,45,2,22.5,36,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,10,15.9,1,1
"048021","Middle","Greve In Chianti",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,22.75,62,3,20.6666666666667,99,5,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,12,21,1,1
"048021","Primary","Greve In Chianti",48,"FI",4,84,6,14,94,6,15.6666666666667,109,6,18.1666666666667,101,5,20.2,120,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,29,17.5172413793103,1,1
"048022","Middle","Impruneta",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,21.6,95,4,23.75,86,4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,13,22.2307692307692,1,0
"048022","Primary","Impruneta",48,"FI",2,85,4,21.25,87,4,21.75,86,4,21.5,82,4,20.5,90,4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,20,21.5,1,0
"048024","Middle","Lastra A Signa",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,9,21.4444444444444,179,8,22.375,189,8,23.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,25,22.44,1,0
"048024","Primary","Lastra A Signa",48,"FI",4,176,8,22,162,8,20.25,174,9,19.3333333333333,168,8,21,159,8,19.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,41,20.4634146341463,1,0
"048025","Middle","Londa",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,19,1,19,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,21,1,0
"048025","Primary","Londa",48,"FI",1,13,1,13,14,1,14,20,1,20,20,1,20,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,15,1,0
"048026","Middle","Marradi",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,24,14,1,14,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,21,1,1
"048026","Primary","Marradi",48,"FI",1,26,2,13,26,1,26,24,1,24,21,1,21,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6,19.3333333333333,1,1
"048027","Middle","Montaione",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,19,38,2,19,33,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,18.1666666666667,1,1
"048027","Primary","Montaione",48,"FI",1,33,2,16.5,26,2,13,24,1,24,43,2,21.5,38,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,9,18.2222222222222,1,1
"048028","Middle","Montelupo Fiorentino",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7,22.1428571428571,162,7,23.1428571428571,164,7,23.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,21,22.9047619047619,1,0
"048028","Primary","Montelupo Fiorentino",48,"FI",4,123,6,20.5,148,6,24.6666666666667,116,5,23.2,144,6,24,134,6,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,29,22.9310344827586,1,0
"048030","Middle","Montespertoli",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,20.4,82,4,20.5,102,5,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,14,20.4285714285714,1,1
"048030","Primary","Montespertoli",48,"FI",2,118,5,23.6,105,5,21,112,5,22.4,89,4,22.25,106,5,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,24,22.0833333333333,1,1
"048031","Middle","Palazzuolo Sul Senio",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,5,1,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,6.33333333333333,1,1
"048031","Primary","Palazzuolo Sul Senio",48,"FI",1,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,1
"048032","Middle","Pelago",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,25.75,98,4,24.5,97,4,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,12,24.8333333333333,1,0
"048032","Primary","Pelago",48,"FI",2,67,4,16.75,70,4,17.5,80,4,20,75,4,18.75,79,4,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,20,18.55,1,0
"048033","High","Pontassieve",48,"FI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,10,24.6,230,10,23,180,9,20,148,9,16.4444444444444,181,9,20.1111111111111,985,47,20.9574468085106,0.75,0
"048033","Middle","Pontassieve",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,7,23,191,8,23.875,187,8,23.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,23,23.4347826086957,0.5,0
"048033","Primary","Pontassieve",48,"FI",5,185,10,18.5,190,10,19,182,10,18.2,192,8,24,209,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,49,19.5510204081633,1,0
"048035","Middle","Reggello",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,21,94,5,18.8,99,5,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,15,19.8666666666667,1,0
"048035","Primary","Reggello",48,"FI",4,110,5,22,102,5,20.4,110,5,22,104,5,20.8,111,5,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,25,21.48,1,0
"048036","Middle","Rignano Sull'arno",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,20.3333333333333,57,3,19,60,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,9,19.7777777777778,1,0
"048036","Primary","Rignano Sull'arno",48,"FI",2,52,3,17.3333333333333,65,3,21.6666666666667,81,4,20.25,69,3,23,85,4,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,17,20.7058823529412,1,0
"048037","Middle","Rufina",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,27,71,3,23.6666666666667,69,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,9,24.5555555555556,1,0
"048037","Primary","Rufina",48,"FI",2,57,3,19,63,3,21,46,3,15.3333333333333,60,3,20,63,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,15,19.2666666666667,1,0
"048038","Middle","San Casciano In Val Di Pesa",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,7,22.4285714285714,185,8,23.125,145,6,24.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,21,23.1904761904762,1,0
"048038","Primary","San Casciano In Val Di Pesa",48,"FI",3,130,6,21.6666666666667,134,6,22.3333333333333,144,7,20.5714285714286,171,8,21.375,175,9,19.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,36,20.9444444444444,1,0
"048039","Primary","San Godenzo",48,"FI",1,16,1,16,16,1,16,16,1,16,22,1,22,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5,16.8,1,1
"048041","High","Scandicci",48,"FI",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,19,23.9473684210526,432,22,19.6363636363636,411,21,19.5714285714286,392,23,17.0434782608696,301,16,18.8125,1991,101,19.7128712871287,0.833333333333333,0
"048041","Middle","Scandicci",48,"FI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,20,23.4,470,19,24.7368421052632,482,20,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,59,24.0677966101695,0.75,0
"048041","Primary","Scandicci",48,"FI",7,418,19,22,395,19,20.7894736842105,411,18,22.8333333333333,420,18,23.3333333333333,397,17,23.3529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,91,22.4285714285714,1,0
"048043","High","Sesto Fiorentino",48,"FI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,29,23.9310344827586,559,29,19.2758620689655,467,23,20.304347826087,424,21,20.1904761904762,384,20,19.2,2528,122,20.7213114754098,0.857142857142857,0
"048043","Middle","Sesto Fiorentino",48,"FI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,19,24.8947368421053,449,19,23.6315789473684,462,20,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,58,23.8620689655172,1,0
"048043","Primary","Sesto Fiorentino",48,"FI",8,409,18,22.7222222222222,377,17,22.1764705882353,391,18,21.7222222222222,415,19,21.8421052631579,435,19,22.8947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,91,22.2747252747253,1,0
"048044","Middle","Signa",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,7,21.8571428571429,128,6,21.3333333333333,127,6,21.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,19,21.4736842105263,1,0
"048044","Primary","Signa",48,"FI",3,130,6,21.6666666666667,138,6,23,147,6,24.5,143,6,23.8333333333333,140,6,23.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,30,23.2666666666667,1,0
"048045","Middle","Tavarnelle Val Di Pesa",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,21.2,103,5,20.6,109,5,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,15,21.2,NA,NA
"048045","Primary","Tavarnelle Val Di Pesa",48,"FI",2,80,4,20,53,3,17.6666666666667,75,4,18.75,85,4,21.25,66,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,18,19.9444444444444,NA,NA
"048046","Middle","Vaglia",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,22,44,2,22,54,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,7,20.2857142857143,1,0
"048046","Primary","Vaglia",48,"FI",1,31,2,15.5,36,2,18,35,2,17.5,40,2,20,30,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,10,17.2,1,0
"048049","Middle","Vicchio",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,18.6666666666667,67,3,22.3333333333333,60,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,9,20.3333333333333,1,0
"048049","Primary","Vicchio",48,"FI",1,56,3,18.6666666666667,60,3,20,66,3,22,89,4,22.25,78,4,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,17,20.5294117647059,1,0
"048050","Middle","Vinci",48,"FI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,23.625,195,8,24.375,200,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,24,24.3333333333333,1,0
"048050","Primary","Vinci",48,"FI",2,118,6,19.6666666666667,140,7,20,128,6,21.3333333333333,140,6,23.3333333333333,132,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,31,21.2258064516129,1,0
"048052","High","Figline E Incisa Valdarno",48,"FI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,11,18.6363636363636,207,10,20.7,220,13,16.9230769230769,190,11,17.2727272727273,212,12,17.6666666666667,1034,57,18.140350877193,0.6,0
"048052","Middle","Figline E Incisa Valdarno",48,"FI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,11,22.9090909090909,220,10,22,235,10,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,31,22.8064516129032,1,0
"048052","Primary","Figline E Incisa Valdarno",48,"FI",6,200,10,20,222,10,22.2,207,10,20.7,212,10,21.2,242,10,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,50,21.66,1,0
"048053","Middle","Scarperia E San Piero",48,"FI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,20.6,136,6,22.6666666666667,117,5,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,16,22.25,1,0
"048053","Primary","Scarperia E San Piero",48,"FI",2,113,5,22.6,112,5,22.4,123,6,20.5,105,5,21,105,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,26,21.4615384615385,1,0
"049001","Middle","Bibbona",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,27,2,13.5,31,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,15.4,1,0
"049001","Primary","Bibbona",49,"LI",1,31,2,15.5,33,2,16.5,23,1,23,28,2,14,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,8,16.375,1,0
"049002","Middle","Campiglia Marittima",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,22.4,117,5,23.4,102,4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,14,23.6428571428571,1,1
"049002","Primary","Campiglia Marittima",49,"LI",3,96,5,19.2,103,5,20.6,105,5,21,98,5,19.6,122,5,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,25,20.96,1,1
"049003","Middle","Campo Nell'elba",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,21,46,2,23,45,2,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,22.1666666666667,1,1
"049003","Primary","Campo Nell'elba",49,"LI",1,36,2,18,40,2,20,48,2,24,37,2,18.5,58,3,19.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,11,19.9090909090909,1,1
"049004","Middle","Capoliveri",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,20,36,2,18,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,20.4,1,1
"049004","Primary","Capoliveri",49,"LI",1,31,2,15.5,29,2,14.5,24,1,24,23,1,23,26,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,16.625,1,1
"049005","Middle","Capraia Isola",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1
"049006","Middle","Castagneto Carducci",49,"LI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,21.6666666666667,83,4,20.75,75,4,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,11,20.2727272727273,1,0
"049006","Primary","Castagneto Carducci",49,"LI",2,76,3,25.3333333333333,69,3,23,74,4,18.5,74,4,18.5,68,3,22.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,17,21.2352941176471,1,0
"049007","High","Cecina",49,"LI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,20,24.3,426,20,21.3,417,21,19.8571428571429,412,19,21.6842105263158,423,19,22.2631578947368,2164,99,21.8585858585859,1,0
"049007","Middle","Cecina",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,13,23,282,13,21.6923076923077,300,13,23.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,39,22.5897435897436,1,0
"049007","Primary","Cecina",49,"LI",5,246,12,20.5,270,12,22.5,267,12,22.25,273,12,22.75,255,11,23.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,59,22.2203389830508,0.714285714285714,0
"049008","Middle","Collesalvetti",49,"LI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,8,21.75,166,9,18.4444444444444,155,7,22.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,24,20.625,1,0
"049008","Primary","Collesalvetti",49,"LI",5,171,8,21.375,149,8,18.625,132,7,18.8571428571429,145,7,20.7142857142857,165,8,20.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,38,20.0526315789474,1,0
"049009","High","Livorno",49,"LI",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,74,24.3378378378378,1620,73,22.1917808219178,1603,70,22.9,1409,66,21.3484848484848,1226,59,20.7796610169492,7659,342,22.3947368421053,0.8125,0
"049009","Middle","Livorno",49,"LI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,64,23.015625,1417,61,23.2295081967213,1290,59,21.864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180,184,22.7173913043478,0.75,0
"049009","Primary","Livorno",49,"LI",22,1089,51,21.3529411764706,1066,49,21.7551020408163,1202,53,22.6792452830189,1168,51,22.9019607843137,1153,50,23.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5678,254,22.3543307086614,0.733333333333333,0
"049010","Middle","Marciana",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4.5,1,1
"049010","Primary","Marciana",49,"LI",1,6,1,6,8,1,8,9,1,9,4,1,4,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,7.6,1,1
"049011","Middle","Marciana Marina",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,12,1,12,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,13.3333333333333,1,1
"049011","Primary","Marciana Marina",49,"LI",1,9,1,9,11,1,11,11,1,11,19,1,19,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,12.6,1,1
"049012","High","Piombino",49,"LI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,17,23.6470588235294,330,16,20.625,327,15,21.8,349,18,19.3888888888889,254,14,18.1428571428571,1662,80,20.775,0.857142857142857,0
"049012","Middle","Piombino",49,"LI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,13,22.3076923076923,286,13,22,249,10,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,36,22.9166666666667,1,0
"049012","Primary","Piombino",49,"LI",6,238,11,21.6363636363636,238,11,21.6363636363636,235,11,21.3636363636364,242,11,22,264,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,56,21.7321428571429,0.75,0
"049013","High","Porto Azzurro",49,"LI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,21.5,23,2,11.5,22,2,11,9,1,9,4,1,4,101,8,12.625,1,1
"049013","Middle","Porto Azzurro",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,18,42,2,21,39,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,6,19.5,0.5,1
"049013","Primary","Porto Azzurro",49,"LI",1,32,2,16,18,1,18,36,2,18,29,2,14.5,28,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,9,15.8888888888889,0.5,1
"049014","High","Portoferraio",49,"LI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,13,21,220,10,22,240,14,17.1428571428571,238,14,17,212,13,16.3076923076923,1183,64,18.484375,0.8,1
"049014","Middle","Portoferraio",49,"LI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,21.6,104,5,20.8,102,5,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,15,20.9333333333333,1,1
"049014","Primary","Portoferraio",49,"LI",3,95,5,19,104,5,20.8,88,5,17.6,102,5,20.4,117,6,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,26,19.4615384615385,1,1
